Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,Subtitle_de,Subtitle_ru,Subtitle_pl,StartTime,EndTime,File_ID,utt_id,arousal_value,model_input
500,"Oh, seriously you want him?",Chandler,surprise,positive,47,11,2,6,"Nein, ich werd ihn nie mehr hergeben.","Серьезно, хочешь подержать?","Poważnie, mam ci go dać?",0 days 00:06:35.353000,0 days 00:06:37.229000,dia47_utt11.mp4,dia47_utt11,0.6048818827,"<high_arousal> Oh, seriously you want him?"
502,Hello.,Joey,neutral,neutral,47,12,2,6,Hallo.,Привет!,Cześć.,0 days 00:06:37.814000,0 days 00:06:39.314000,dia47_utt12.mp4,dia47_utt12,0.6177859306,<high_arousal> Hello.
503,"Well, don't, don't think me immodest, but, me?",Chandler,surprise,positive,47,13,2,6,"Ich hoffe, Sie halten mich nicht für unbescheiden...ich.","Не сочтите меня нескромным, но это... я.",Proszę nie wziąć mnie za gbura ale to ja.,0 days 00:06:43.820000,0 days 00:06:48.281000,dia47_utt13.mp4,dia47_utt13,0.4174169302,"<low_arousal> Well, don't, don't think me immodest, but, me?"
504,You wanna smell him?,Joey,neutral,neutral,47,14,2,6,Wenn Sie an ihm riechen wollen?,Хотите его понюхать?,Powącha pani?,0 days 00:06:49.700000,0 days 00:06:50.784000,dia47_utt14.mp4,dia47_utt14,0.636058569,<high_arousal> You wanna smell him?
505,"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",Joey,joy,positive,47,15,2,6,Er hat das typische Babyaroma. Riechen Sie ruhig mal dran.,У него этот замечательный детский аромат. Понюхайте его макушку.,Ma cudowny zapach niemowlęcia. Główka!,0 days 00:06:55.832000,0 days 00:06:59.126000,dia47_utt15.mp4,dia47_utt15,0.6268433332,"<high_arousal> Oh, yeah. He's got that great baby smell. Get a whiff of his head."
506,What'd I tell you? What'd I tell you?,Joey,joy,positive,47,16,2,6,"Na, glaubst du es jetzt?",Что я тебе говорил? Что я тебе говорил?,Nie mówiłem?,0 days 00:07:04.298000,0 days 00:07:05.674000,dia47_utt16.mp4,dia47_utt16,0.5537135601,<high_arousal> What'd I tell you? What'd I tell you?
507,"Well, we are great guys.",Chandler,neutral,neutral,47,17,2,6,"Ja, wir sind doch einfach klasse.","Да, мы хорошие парни.",Bo wspaniałe z nas chłopaki.,0 days 00:07:07.552000,0 days 00:07:09.928000,dia47_utt17.mp4,dia47_utt17,0.5329048038,"<high_arousal> Well, we are great guys."
508,"You know what this is, this is us getting ready for the prom.",Monica,neutral,neutral,79,0,2,14,"Ich glaube, da sind wir alle auf den Abschlussball gegangen.",Это мы готовимся к выпускному.,"Wiesz co to jest. To my, przygotowujące się na bal.",0 days 00:17:10.029000,0 days 00:17:12.574000,dia79_utt0.mp4,dia79_utt0,0.597468257,"<high_arousal> You know what this is, this is us getting ready for the prom."
771,Oh.,Rachel,neutral,neutral,79,1,2,14,"Oh, doch, Ross.",,Och.,0 days 00:17:12.574000,0 days 00:17:13.212000,dia79_utt1.mp4,dia79_utt1,0.7125873566,<high_arousal> Oh.
772,How ya feelin’?,Monica,neutral,neutral,82,0,2,18,,,Jak się czujesz?,0 days 00:09:28.234000,0 days 00:09:29.276000,dia82_utt0.mp4,dia82_utt0,0.6006091833,<high_arousal> How ya feelin’?
785,Ben!,Joey,fear,negative,89,0,2,6,Ben!,Бен!,Ben!,0 days 00:12:04.348000,0 days 00:12:05.348000,dia89_utt0.mp4,dia89_utt0,0.5684841871,<high_arousal> Ben!
943,"Oh, that's good. Maybe he'll hear you and pull the cord.",Chandler,anger,negative,89,1,2,6,"Vielleicht hört dich das Baby und zieht die Notbremse, du Idiot!","То что надо! Может, он услышит тебя и потянет стоп-кран!",Brawo! Może cię usłyszy i wysiądzie!,0 days 00:12:06.767000,0 days 00:12:10.562000,dia89_utt1.mp4,dia89_utt1,0.6678742766,"<high_arousal> Oh, that's good. Maybe he'll hear you and pull the cord."
944,Stop the bus! Wait! Wait! Wait!,Joey,fear,negative,89,2,2,6,Haltet den Bus auf!,Остановите автобус! Подождите!,Zatrzymać autobus!,0 days 00:12:10.730000,0 days 00:12:15.525000,dia89_utt2.mp4,dia89_utt2,0.7109747529,<high_arousal> Stop the bus! Wait! Wait! Wait!
945,Are you sure he didn't break it because it really hurts?,Monica,neutral,neutral,89,3,2,6,"Sind Sie sicher, dass er mir nicht die Hand gebrochen hat?",Он точно ничего не сломал? Так сильно болит.,Na pewno jej nie złamał? Boli.,0 days 00:12:20.990000,0 days 00:12:23.408000,dia89_utt3.mp4,dia89_utt3,,<low_arousal> Are you sure he didn't break it because it really hurts?
946,"No, it's just a good bone bruise. And, right here is the puncture wound from your ring.",Doctor,neutral,neutral,89,4,2,6,Das ist eine ganz harmlose Knochenquetschung. Und da haben Sie sich den Ring ins Fleisch geschnitten.,"Нет, это просто ушиб кости. А это - колотая рана от вашего кольца.","Nie, to tylko rysa na kości. A tu widać ranę od pierścionka.",0 days 00:12:23.576000,0 days 00:12:30.749000,dia89_utt4.mp4,dia89_utt4,0.3662298024,"<low_arousal> No, it's just a good bone bruise. And, right here is the puncture wound from your ring."
947,"Oh, I'm sorry, I'm really sorry.",Ross,sadness,negative,89,5,2,6,Tut mir sagenhaft Leid.,"Извини, пожалуйста.",Bardzo mi przykro.,0 days 00:12:32.293000,0 days 00:12:34.685000,dia89_utt5.mp4,dia89_utt5,0.7641763687,"<high_arousal> Oh, I'm sorry, I'm really sorry."
948,Sorry.,Ross,sadness,negative,89,6,2,6,Schon o.k.,Извини.,Przykro mi.,0 days 00:12:34.685000,0 days 00:12:35.144000,dia89_utt6.mp4,dia89_utt6,0.6758370399,<high_arousal> Sorry.
949,Sorry!,Ross,sadness,negative,89,7,2,6,"Sagenhaft, ja.",Извини.,Przykro mi!,0 days 00:12:35.144000,0 days 00:12:35.290000,dia89_utt7.mp4,dia89_utt7,0.7145313025,<high_arousal> Sorry!
950,I got my s's back!,Ross,joy,positive,89,8,2,6,Ich kann wieder das 'S' aussprechen!,Я снова выговариваю «з»!,"Mogę wymawiać ""r"" !",0 days 00:12:36.839000,0 days 00:12:40.467000,dia89_utt8.mp4,dia89_utt8,0.6280136108,<high_arousal> I got my s's back!
953,Which we can celebrate later.,Ross,neutral,neutral,89,9,2,6,Das muss später gefeiert werden.,Что мы отпразднуем позже.,Potem uczcimy to imprezą.,0 days 00:12:41.177000,0 days 00:12:43.803000,dia89_utt9.mp4,dia89_utt9,0.8273226023,<high_arousal> Which we can celebrate later.
954,Celebrate.,Ross,neutral,neutral,89,10,2,6,,Отпразднуем...,Imprrrezą.,0 days 00:12:44.430000,0 days 00:12:46.514000,dia89_utt10.mp4,dia89_utt10,0.4373402596,<low_arousal> Celebrate.
955,"Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye.",Rachel,joy,positive,90,0,2,1,"So, Paolo, du ziehst dich jetzt an und dann gehst du ganz schnell, ja? Beeil dich bitte!",Почему бы тебе не одеться и можешь уходить. Ладно?,"Dobrze, Paulo, może się teraz ubierz i już ruszaj w drogę, dobrze? Pa pa.",0 days 00:11:02.536000,0 days 00:11:08.208000,dia90_utt0.mp4,dia90_utt0,0.9222024679,"<high_arousal> Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye."
956,"Rachel, how did this happen?",Monica,neutral,neutral,90,1,2,1,"Rachel, wie konnte das passieren?","Рэйчел, как это произошло?","Rachel, Jak to się stało?",0 days 00:11:09.418000,0 days 00:11:11.044000,dia90_utt1.mp4,dia90_utt1,0.7291333079,"<high_arousal> Rachel, how did this happen?"
957,"I don't know, I just kinda ran into him last night.",Rachel,fear,negative,90,2,2,1,"Ich weiß nicht, er ist mir gestern über den Weg gelaufen.","Я не знаю, я столкнулась с ним прошлой ночью.",Nie wiem. Po prostu wpadłam na niego wczoraj.,0 days 00:11:11.212000,0 days 00:11:13.546000,dia90_utt2.mp4,dia90_utt2,0.5864936113,"<high_arousal> I don't know, I just kinda ran into him last night."
958,Where?,Phoebe,neutral,neutral,90,3,2,1,Wo denn?,Где?,Gdzie?,0 days 00:11:13.714000,0 days 00:11:15.090000,dia90_utt3.mp4,dia90_utt3,0.197766304,<low_arousal> Where?
959,At his apartment. Is this juice?,Rachel,neutral,neutral,90,4,2,1,In seiner Wohnung. Ist das Saft?,В его квартире. Это сок?,W jego mieszkaniu. To sok?,0 days 00:11:13.714000,0 days 00:11:16.800000,dia90_utt4.mp4,dia90_utt4,0.5136607885,<high_arousal> At his apartment. Is this juice?
960,"Whoa, whoa. And the fact that you dumped him because he hit on Phoebe?",Joey,anger,negative,90,5,2,1,"Hast du vergessen, dass der Herr sich an Phoebe rangemacht hat?","Ты ведь его бросила, потому что он приударил за Фиби?","Przecież rzuciłaś go, bo leciał na Phoebe?",0 days 00:11:17.426000,0 days 00:11:21.179000,dia90_utt5.mp4,dia90_utt5,0.4796571136,"<low_arousal> Whoa, whoa. And the fact that you dumped him because he hit on Phoebe?"
961,"Oh God, I know I'm a pathetic loser.",Rachel,sadness,negative,90,6,2,1,"Ja, ich finde das ja auch mies. Ich bin eine Versagerin.","Господи, я знаю. Я жалкая, я ничтожество.","Boże, wiem. Jestem żałosna, jestem zerem.",0 days 00:11:21.347000,0 days 00:11:24.474000,dia90_utt6.mp4,dia90_utt6,,"<low_arousal> Oh God, I know I'm a pathetic loser."
962,"I licked my arm, what?",Phoebe,surprise,positive,91,0,2,2,Ich hab doch bloß mal probiert. Was habt ihr denn?,"Лизнула свою руку, а что?","Polizałem sobie ramię, no i co?",0 days 00:09:10.633000,0 days 00:09:12.425000,dia91_utt0.mp4,dia91_utt0,0.437802285,"<low_arousal> I licked my arm, what?"
963,It's breast milk.,Ross,neutral,neutral,91,1,2,2,Das ist doch aber Muttermilch!,Это же грудное молоко!,To mleko z piersi.,0 days 00:09:12.593000,0 days 00:09:14.928000,dia91_utt1.mp4,dia91_utt1,,<low_arousal> It's breast milk.
964,So?,Phoebe,neutral,neutral,91,2,2,2,Na und?,И?,No i?,0 days 00:09:15.096000,0 days 00:09:16.346000,dia91_utt2.mp4,dia91_utt2,,<low_arousal> So?
965,"Phoebe, that is juice, squeezed from a person.",Rachel,neutral,neutral,91,3,2,2,"Phoebe, das da ist Saft, der aus einem Menschen gepresst wurde.","Фиби, это сок, выжатый из человека.","Phoebe, to sok wyciśnięty z człowieka.",0 days 00:09:16.514000,0 days 00:09:20.600000,dia91_utt3.mp4,dia91_utt3,,"<low_arousal> Phoebe, that is juice, squeezed from a person."
966,What is the big deal?,Joey,anger,negative,91,4,2,2,Was soll denn bloß die Aufregung?,В чём проблема?,Wielkie rzeczy!,0 days 00:09:21.435000,0 days 00:09:24.229000,dia91_utt4.mp4,dia91_utt4,,<low_arousal> What is the big deal?
967,What did you just do?,Chandler,surprise,negative,91,5,2,2,Das gehört sich doch nicht!,Зачем ты это сделала?,Co ty zrobiłeś?,0 days 00:09:25.815000,0 days 00:09:27.440000,dia91_utt5.mp4,dia91_utt5,,<low_arousal> What did you just do?
968,"Ok, would people stop drinking the breast milk?",Ross,disgust,negative,91,6,2,2,"Was fällt euch ein, ihm die ganze Muttermilch wegzutrinken?",Может перестанете все пить грудное молоко?,Czy możecie przestać pić mleko z piersi?,0 days 00:09:29.485000,0 days 00:09:32.904000,dia91_utt6.mp4,dia91_utt6,,"<low_arousal> Ok, would people stop drinking the breast milk?"
969,You won't even taste it?,Phoebe,neutral,neutral,91,7,2,2,Willst du nicht mal wenigstens kosten?,Ты его даже не попробуешь?,Nawet nie spróbujesz?,0 days 00:09:34.407000,0 days 00:09:36.329000,dia91_utt7.mp4,dia91_utt7,,<low_arousal> You won't even taste it?
970,No!,Ross,disgust,negative,91,8,2,2,Nein!,Нет.,Nie!,0 days 00:09:36.329000,0 days 00:09:37.373000,dia91_utt8.mp4,dia91_utt8,,<low_arousal> No!
971,Not even if you just pretend that it's milk?,Phoebe,neutral,neutral,91,9,2,2,"Auch nicht, wenn du dir klar machst, dass es nur Milch ist?","Даже если представить, что это молоко?","Nawet jeśli tylko udajesz, że to mleko?",0 days 00:09:37.493000,0 days 00:09:39.703000,dia91_utt9.mp4,dia91_utt9,,<low_arousal> Not even if you just pretend that it's milk?
972,Not even if Carol's breast had a picture of a missing child on it.,Ross,disgust,negative,91,10,2,2,"Nicht mal, wenn auf Carols Brust ein Foto von ihm prangen würde?",Нет. Даже если на груди Кэрол будет логотип молокозавода.,Nawet jeśli Carol miałaby na piersi zdjęcie głodujących dzieci.,0 days 00:09:39.870000,0 days 00:09:43.206000,dia91_utt10.mp4,dia91_utt10,,<low_arousal> Not even if Carol's breast had a picture of a missing child on it.
973,How is she?,Rachel,sadness,negative,93,0,2,1,Wie geht es ihr?,Как она?,Co z nią?,0 days 00:15:03.402000,0 days 00:15:05.028000,dia93_utt0.mp4,dia93_utt0,0.5654681921,<high_arousal> How is she?
990,"It's too soon to tell. She's resting, which is a good sign.",Phoebe,neutral,neutral,93,1,2,1,"Sie schläft ein bisschen, das wird ihr gut tun.","Она отдыхает, что является хорошим знаком.","Za wcześnie, żeby coś powiedzieć. Odpoczywa, to dobry znak.",0 days 00:15:05.696000,0 days 00:15:11.367000,dia93_utt1.mp4,dia93_utt1,0.4688071609,"<low_arousal> It's too soon to tell. She's resting, which is a good sign."
991,How's the hair?,Ross,neutral,neutral,93,2,2,1,Und ihre Haare?,Как ее волосы?,A jak włosy?,0 days 00:15:12.703000,0 days 00:15:15.288000,dia93_utt2.mp4,dia93_utt2,0.6514244676,<high_arousal> How's the hair?
992,"I'm not gonna lie to you, Ross, it doesn't look good.",Phoebe,sadness,negative,93,3,2,1,Um ihr Haar steht es schlecht. Ich will ehrlich sein.,Врать не буду. Они не очень хорошо выглядят.,"Nie będę kłamać, Ross. Nie wyglądają za dobrze.",0 days 00:15:12.703000,0 days 00:15:17.206000,dia93_utt3.mp4,dia93_utt3,0.9150617123,"<high_arousal> I'm not gonna lie to you, Ross, it doesn't look good."
993,"I put a clip on one side, which seems to have stopped the curling.",Phoebe,neutral,neutral,93,4,2,1,"Ich hab auf die eine Seite eine Klammer gesteckt, das stoppt das Kräuseln.","Я прикрепила зажим с одной стороны, чтобы они перестали крутиться.","Przypiąłem klamerkę z jednej strony, co chyba powstrzymało zawijanie się.",0 days 00:15:19.084000,0 days 00:15:22.295000,dia93_utt4.mp4,dia93_utt4,0.6556476355,"<high_arousal> I put a clip on one side, which seems to have stopped the curling."
994,Can we see her?,Joey,neutral,neutral,93,5,2,1,Dürfen wir zu ihr?,Можем ли мы ее увидеть?,Możemy ją zobaczyć?,0 days 00:15:24.173000,0 days 00:15:25.298000,dia93_utt5.mp4,dia93_utt5,0.7966189384,<high_arousal> Can we see her?
995,"Your hair looks too good, I think it would upset her. Ross, why don't you come on in.",Phoebe,sadness,negative,93,6,2,1,"Deine Haare sehen zu gut aus. Das würde sie nur aufregen. Ross, du kannst mitkommen.","Твои волосы выглядят слишком хорошо. Это ее расстроит. Росс, можешь зайти.","Masz zbyt dobrą fryzurę. To mogłoby ją zdenerwować. Ross, ty wejdź.",0 days 00:15:25.883000,0 days 00:15:31.387000,dia93_utt6.mp4,dia93_utt6,0.9107050896,"<high_arousal> Your hair looks too good, I think it would upset her. Ross, why don't you come on in."
996,How're you doing?,Joey,sadness,negative,93,7,2,1,"Na, wie geht's dir?","Ну, как дела?",A jak ty się czujesz?,0 days 00:15:38.479000,0 days 00:15:40.980000,dia93_utt7.mp4,dia93_utt7,0.9268006682,<high_arousal> How're you doing?
998,Of course the packaging does appeal to grown-ups and kids alike.,Chandler,neutral,neutral,94,0,2,2,"Obwohl die Verpackung sehr ansprechend ist, für Groß und Klein.","Конечно, упаковка нравится и взрослым, и детям.",Chociaż opakowanie podoba się wszystkim.,0 days 00:13:10.331000,0 days 00:13:13.708000,dia94_utt0.mp4,dia94_utt0,0.742366612,<high_arousal> Of course the packaging does appeal to grown-ups and kids alike.
999,"Ross, you're being silly. I've tried it, it's no big deal. Just taste it.",Carol,joy,positive,94,1,2,2,"Ich weiß gar nicht, was du hast. Ich hab sie auch gekostet. Trink doch ein Schlückchen.",Не глупи. Я пробовала. Здесь ничего такого. Просто попробуй.,Ross. Nie wygłupiaj się. To nic takiego. Sam spróbuj.,0 days 00:13:15.920000,0 days 00:13:21.549000,dia94_utt1.mp4,dia94_utt1,0.6873633265,"<high_arousal> Ross, you're being silly. I've tried it, it's no big deal. Just taste it."
1000,That would be no.,Ross,disgust,negative,94,2,2,2,"Nein, Mama, das trink ich nicht.","Пожалуй, я откажусь.",Wykluczone.,0 days 00:13:21.717000,0 days 00:13:23.551000,dia94_utt2.mp4,dia94_utt2,0.8354507089,<high_arousal> That would be no.
1001,Come on. It doesn't taste bad.,Phoebe,neutral,neutral,94,3,2,2,"Keine Angst, die schmeckt gut.",Давай. Попробуй. Оно неплохое на вкус.,Śmiało. Nie smakuje źle.,0 days 00:13:24.345000,0 days 00:13:28.306000,dia94_utt3.mp4,dia94_utt3,0.6495361924,<high_arousal> Come on. It doesn't taste bad.
1002,"Yeah, it's kinda sweet, sorta like, uh...",Joey,neutral,neutral,94,4,2,2,"Ja, sie schmeckt ein bisschen süß. So wie...","Да, немного сладковатый вкус. Похоже на...",Jest słodkie w smaku. Jakby. . .,0 days 00:13:28.474000,0 days 00:13:31.392000,dia94_utt4.mp4,dia94_utt4,0.9814113975,"<high_arousal> Yeah, it's kinda sweet, sorta like, uh..."
1003,Cantaloupe juice.,Susan,joy,positive,94,5,2,2,Wie 'ne Beutelmelone.,...вкус мускусной дыни.,Jak kantalupa.,0 days 00:13:31.560000,0 days 00:13:33.686000,dia94_utt5.mp4,dia94_utt5,0.9319736362,<high_arousal> Cantaloupe juice.
1004,Exactly.,Joey,neutral,neutral,94,6,2,2,Richtig!,Точно.,Właśnie.,0 days 00:13:33.854000,0 days 00:13:35.396000,dia94_utt6.mp4,dia94_utt6,0.7574100494,<high_arousal> Exactly.
1005,You've tasted it? You've tasted it.,Ross,surprise,positive,94,7,2,2,Du hast sie wirklich gekostet?,Ты его пробовала?,Próbowałaś? Próbowałaś.,0 days 00:13:42.404000,0 days 00:13:46.199000,dia94_utt7.mp4,dia94_utt7,0.8314761519,<high_arousal> You've tasted it? You've tasted it.
1006,Uh huh.,Susan,neutral,neutral,94,8,2,2,Ja.,Да,Uh,0 days 00:13:46.367000,0 days 00:13:47.659000,dia94_utt8.mp4,dia94_utt8,0.7034087777,<high_arousal> Uh huh.
1007,"Oh, you've tasted it.",Ross,anger,negative,94,9,2,2,Du hast sie wirklich gekostet!,Ты его пробовала!,Więc próbowałaś.,0 days 00:13:48.410000,0 days 00:13:50.245000,dia94_utt9.mp4,dia94_utt9,0.7572280169,"<high_arousal> Oh, you've tasted it."
1008,"You can keep saying it, but it won't stop being true.",Susan,neutral,neutral,94,10,2,2,"Und wenn du's noch so oft wiederholst, du musst es hinnehmen.","Можешь повторять это сколько угодно, но это не перестанет быть правдой.",Twoje powtarzanie nie zmieni tego faktu.,0 days 00:13:52.414000,0 days 00:13:55.375000,dia94_utt10.mp4,dia94_utt10,0.6885576248,"<high_arousal> You can keep saying it, but it won't stop being true."
1009,Gimme the bottle. Gimme the towel.,Ross,anger,negative,94,11,2,2,Gib mir die Flasche. Und jetzt gib mir das Handtuch.,Дай мне бутылку.,Daj butelkę. Daj mi ręcznik.,0 days 00:14:03.217000,0 days 00:14:04.634000,dia94_utt11.mp4,dia94_utt11,0.8138482571,<high_arousal> Gimme the bottle. Gimme the towel.
1010,Transit Authority?,Chandler,neutral,neutral,135,0,2,6,"Verkehrsbetriebe, hallo.",Транспортное управление?,Komunikacja Miejska?,0 days 00:13:45.908000,0 days 00:13:47.080000,dia135_utt0.mp4,dia135_utt0,0.7527467012,<high_arousal> Transit Authority?
1318,"Yes, hello.",Chandler,neutral,neutral,135,1,2,6,"Ja, hallo.","Да, привет.","Tak, słucham.",0 days 00:13:47.080000,0 days 00:13:47.872000,dia135_utt1.mp4,dia135_utt1,0.819042623,"<high_arousal> Yes, hello."
1319,"I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus.",Chandler,neutral,neutral,135,2,2,6,"Ich recherchiere für ein Buch. Ich wüsste gern, was man tun muss, wenn man ein Baby im Bus vergessen hat.","Я провожу исследование для книги. Мне интересно, что надо делать, если забыл ребенка в автобусе.","Piszę książkę. Szukam danych, co się robi, gdy ktoś zostawi w autobusie dziecko.",0 days 00:13:48.369000,0 days 00:13:56.042000,dia135_utt2.mp4,dia135_utt2,0.7222448587,"<high_arousal> I'm doing research for a book, and I was wondering what someone might do if they left a baby on a city bus."
1320,"Hi, here's the deal.",Joey,neutral,neutral,135,4,2,6,Wir haben einen Autositz im Bus vergessen.,Привет! Вот в чём дело.,"Cześć, chodzi o to, że",0 days 00:13:59.046000,0 days 00:14:00.423000,dia135_utt4.mp4,dia135_utt4,0.7898204327,"<high_arousal> Hi, here's the deal."
1322,We lost a carseat on a bus today.,Joey,neutral,neutral,135,5,2,6,Wir haben einen Autositz im Bus vergessen.,Мы забыли автокресло сегодня в автобусе.,Zgubiliśmy u was kojec.,0 days 00:14:00.423000,0 days 00:14:01.857000,dia135_utt5.mp4,dia135_utt5,0.6490644217,<high_arousal> We lost a carseat on a bus today.
1323,"It's white plastic, with a handle, and it fits onto a stroller.",Joey,neutral,neutral,135,6,2,6,"Aus weißem Plastik, hat 'nen Griff und passt auf 'nen Kinderwagen.","Белое пластиковое, с ручкой, помещается в коляску.","Z białego plastiku, z rączką, pasuje do wózka.",0 days 00:14:01.966000,0 days 00:14:04.592000,dia135_utt6.mp4,dia135_utt6,0.6965405941,"<high_arousal> It's white plastic, with a handle, and it fits onto a stroller."
1324,"Oh, and there was a baby in it.",Joey,neutral,neutral,135,7,2,6,Und es saß ein Baby drin.,"И да, в нём сидел ребенок.",Było w nim dziecko.,0 days 00:14:04.760000,0 days 00:14:07.220000,dia135_utt7.mp4,dia135_utt7,0.6007088423,"<high_arousal> Oh, and there was a baby in it."
1325,He wants to talk to you again.,Joey,neutral,neutral,135,8,2,6,Er will noch mal mit dir reden.,Он хочет поговорить с тобой.,Prosi ciebie.,0 days 00:14:08.556000,0 days 00:14:10.139000,dia135_utt8.mp4,dia135_utt8,0.4689664245,<low_arousal> He wants to talk to you again.
1326,"Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.",Ross,neutral,neutral,142,0,2,5,"Wir hocken alle zusammen, Julie. Begrüßt Julie, die gerade in Mexico ist!","Ребята, поздоровайтесь с Джули в Нью-Мексико!","Tak, wszyscy tu są. Hej! Uśmiech do Julie w Nowym Meksyku!",0 days 00:03:11.566000,0 days 00:03:16.820000,dia142_utt0.mp4,dia142_utt0,0.7139048576,"<high_arousal> Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico."
1376,"Hi, Julie!",All,joy,positive,142,1,2,5,"Hi, Julie!","Привет, Джули!","Cześć, Julie.",0 days 00:03:14.360000,0 days 00:03:16.820000,dia142_utt1.mp4,dia142_utt1,0.8160279989,"<high_arousal> Hi, Julie!"
1377,Hi.,Phoebe,neutral,neutral,183,0,2,4,Hi!,Привет!,Cześć.,0 days 00:09:52.592000,0 days 00:09:53.925000,dia183_utt0.mp4,dia183_utt0,0.6308391094,<high_arousal> Hi.
1819,Phoebe!,Duncan,surprise,positive,183,1,2,4,Phoebe!,Фиби!,Phoebe!,0 days 00:09:54.343000,0 days 00:09:55.315000,dia183_utt1.mp4,dia183_utt1,0.7622526288,<high_arousal> Phoebe!
1820,Ta-da.,Phoebe,joy,positive,183,2,2,4,Ta-da!,Та-да!,Tadam!,0 days 00:09:55.315000,0 days 00:09:56.264000,dia183_utt2.mp4,dia183_utt2,0.8125517368,<high_arousal> Ta-da.
1821,Hey.,Duncan,neutral,neutral,183,3,2,4,Hallo.,Привет.,Cześć.,0 days 00:09:57.346000,0 days 00:09:58.139000,dia183_utt3.mp4,dia183_utt3,0.5764237046,<high_arousal> Hey.
1822,Hi.,Phoebe,neutral,neutral,183,4,2,4,Hi.,Привет.,Cześć.,0 days 00:09:58.139000,0 days 00:09:58.830000,dia183_utt4.mp4,dia183_utt4,0.878621459,<high_arousal> Hi.
1823,"Ahh, look at you, you look great.",Duncan,joy,positive,183,5,2,4,Lass dich anschauen. Du siehst ja einfach toll aus!,Посмотри на себя! Ты отлично выглядишь!,Patrzcie! Świetnie wyglądasz!,0 days 00:09:59.098000,0 days 00:10:01.308000,dia183_utt5.mp4,dia183_utt5,0.8206335306,"<high_arousal> Ahh, look at you, you look great."
1824,"Do I? Thank you, so do you.",Phoebe,neutral,neutral,183,6,2,4,Findest du? Danke. Du siehst auch gut aus.,Правда? Спасибо. Ты тоже.,Naprawdę? Dziękuję. Ty też.,0 days 00:10:01.684000,0 days 00:10:03.810000,dia183_utt6.mp4,dia183_utt6,0.6989443302,"<high_arousal> Do I? Thank you, so do you."
1825,Thanks.,Duncan,neutral,neutral,183,7,2,4,Du funkelst so schön!,Спасибо.,Dziękuję.,0 days 00:10:04.186000,0 days 00:10:05.688000,dia183_utt7.mp4,dia183_utt7,0.6762690544,<high_arousal> Thanks.
1826,Sparkly.,Phoebe,neutral,neutral,183,8,2,4,Du funkelst so schön!,Такой блестящий!,Promieniejesz!,0 days 00:10:05.688000,0 days 00:10:06.938000,dia183_utt8.mp4,dia183_utt8,0.7471632957,<high_arousal> Sparkly.
1827,"So, wow, this is pretty wonderful, huh.",Phoebe,joy,positive,183,9,2,4,Das ist wirklich fantastisch,Это просто замечательно!,"Aż mi ciepło na sercu,",0 days 00:10:09.025000,0 days 00:10:15.572000,dia183_utt9.mp4,dia183_utt9,0.7434845567,"<high_arousal> So, wow, this is pretty wonderful, huh."
1828,Mr. major capades guy.,Phoebe,neutral,neutral,183,10,2,4,dass du jetzt Mitglied der 'Capades' bist!,мистер Главный Герой на Арене!,Królu Lodowy!,0 days 00:10:10.318000,0 days 00:10:15.572000,dia183_utt10.mp4,dia183_utt10,0.7386798263,<high_arousal> Mr. major capades guy.
1829,"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",Phoebe,neutral,neutral,183,11,2,4,Ich erinner mich noch genau an deinen King Friday in Mr. Roger's Ice Is Nice.,Помню тебя Королем Пятницей в пьесе «Славный лед мистера Роджерса».,Pamiętam cię w roli Króla Piątka w Polubcie lód!,0 days 00:10:16.824000,0 days 00:10:21.494000,dia183_utt11.mp4,dia183_utt11,0.6857301593,"<high_arousal> I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice."
1830,You always said I'd make it.,Duncan,joy,positive,183,12,2,4,"Du hast gesagt, dass ich es schaffen werde.",Ты всегда верила в меня.,"Mówiłaś, że mi się uda.",0 days 00:10:23.080000,0 days 00:10:24.789000,dia183_utt12.mp4,dia183_utt12,0.5110037923,<high_arousal> You always said I'd make it.
1831,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",Phoebe,neutral,neutral,183,13,2,4,"Ja, das ist wahr, ich kann eben hellsehen.","Ну, знаешь, я немного жутковата в этом плане.",Jestem trochę jasnowidzem.,0 days 00:10:25.041000,0 days 00:10:28.376000,dia183_utt13.mp4,dia183_utt13,0.6108336449,"<high_arousal> Yeah, well, ya know, I'm kind of spooky that way. Wooo."
1832,I missed you. I'm gonna get changed.,Duncan,neutral,neutral,183,14,2,4,"Ach, du hast mir so gefehlt! Ich muss mich umziehen",Я скучал по тебе! Я пойду переоденусь.,Było mi cię brak! Przebiorę się.,0 days 00:10:29.920000,0 days 00:10:36.801000,dia183_utt14.mp4,dia183_utt14,0.6259807944,<high_arousal> I missed you. I'm gonna get changed.
